level,unit,unitTitle,moduleId,moduleTitle,topics,id,lemma,pos,gender,plural,en,example,forms,aux,separable,reflexive,prep,case,comparative,superlative,rank,note,audio
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,sollen-wir,Sollen wir …?,phrase,,,Shall we …?,,,,,,,,,,,Lockerer Vorschlag unter Freunden und Kollegen.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,ich-schlage-vor-dass,"Ich schlage vor, dass …",phrase,,,I suggest that …,,,,,,,,,,,"Formeller Vorschlag, z. B. in einer Besprechung. Verb ans Satzende!",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,das-ist-eine-gute-idee,Das ist eine gute Idee.,phrase,,,That's a good idea.,,,,,,,,,,,Zustimmung zu einem Vorschlag.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,da-bin-ich-anderer-meinung,Da bin ich anderer Meinung.,phrase,,,I disagree with that.,,,,,,,,,,,"Höflicher Widerspruch — deutlich, aber nicht unfreundlich.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,ich-bin-damit-einverstanden,Ich bin damit einverstanden.,phrase,,,I agree to that.,,,,,,,,,,,"Formelle Zustimmung, oft bei Verträgen und Absprachen.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,tut-mir-leid-das-geht-nicht,"Tut mir leid, das geht nicht.",phrase,,,"Sorry, that's not possible.",,,,,,,,,,,"Klare, aber höfliche Absage.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,koennen-wir-den-termin-verschieben,Können wir den Termin verschieben?,phrase,,,Can we postpone the appointment?,,,,,,,,,,,Wichtig bei Arzt und Amt — am besten rechtzeitig anrufen.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,ich-melde-mich-bei-ihnen,Ich melde mich bei Ihnen.,phrase,,,I'll get in touch with you.,,,,,,,,,,,Gesprächsabschluss am Telefon; hält die Tür offen.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,vielen-dank-im-voraus,Vielen Dank im Voraus.,phrase,,,Thank you in advance.,,,,,,,,,,,"Schlusssatz in formellen E-Mails, vor „Mit freundlichen Grüßen“.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,entschuldigen-sie-die-verspaetung,Entschuldigen Sie die Verspätung.,phrase,,,Sorry for being late.,,,,,,,,,,,Pünktlichkeit zählt viel — dieser Satz gehört dazu.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,kein-problem,Kein Problem.,phrase,,,No problem.,,,,,,,,,,,Lockere Antwort auf eine Entschuldigung oder Bitte.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,darf-ich-sie-etwas-fragen,Darf ich Sie etwas fragen?,phrase,,,May I ask you something?,,,,,,,,,,,"Höflicher Einstieg, bevor man eine Frage stellt.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,koennten-sie-das-bitte-wiederholen,Könnten Sie das bitte wiederholen?,phrase,,,"Could you repeat that, please?",,,,,,,,,,,"Der nützlichste Satz im Kurs — nie zögern, ihn zu benutzen.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,wie-bitte,Wie bitte?,phrase,,,Pardon? / Sorry?,,,,,,,,,,,"Kurz und höflich, wenn man etwas nicht verstanden hat.",
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,einen-moment-bitte,"Einen Moment, bitte.",phrase,,,"One moment, please.",,,,,,,,,,,Am Telefon und am Schalter; gewinnt Zeit.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,ich-rufe-spaeter-noch-einmal-an,Ich rufe später noch einmal an.,phrase,,,I'll call again later.,,,,,,,,,,,Wenn niemand erreichbar ist oder die Leitung besetzt ist.,
A2,a2-28,"Redemittel: Bitten, Vorschläge, Termine",a2-m9,Person & Sprache,sprache|kommunikation,koennten-sie-bitte-langsamer-sprechen,Könnten Sie bitte langsamer sprechen?,phrase,,,"Could you speak more slowly, please?",,,,,,,,,,,Völlig normal zu fragen — die meisten Leute reagieren freundlich.,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,kuendigungsfrist,Kündigungsfrist,noun,die,Kündigungsfristen,notice period,Meine Kündigungsfrist ist drei Monate lang.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,kuendigungsschutz,Kündigungsschutz,noun,der,,protection against dismissal,Nach sechs Monaten im Betrieb gilt der Kündigungsschutz.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,abmahnung,Abmahnung,noun,die,Abmahnungen,written warning,Der Chef hat ihm wegen Verspätung eine Abmahnung geschrieben.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,betriebsrat,Betriebsrat,noun,der,Betriebsräte,works council,Bei Problemen mit dem Chef hilft dir der Betriebsrat.,,,,,,,,,47363,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,gewerkschaft,Gewerkschaft,noun,die,Gewerkschaften,trade union,Viele Kollegen in unserer Firma sind in der Gewerkschaft.,,,,,,,,,8009,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,tarifvertrag,Tarifvertrag,noun,der,Tarifverträge,collective agreement,"Im Tarifvertrag steht, wie viel Urlaub wir bekommen.",,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,arbeitszeugnis,Arbeitszeugnis,noun,das,Arbeitszeugnisse,employment reference,Nach der Kündigung bekommst du ein Arbeitszeugnis von der Firma.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,lohn,Lohn,noun,der,Löhne,"wage, pay",Der Lohn kommt am Ende des Monats aufs Konto.,,,,,,,,,4791,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,mindestlohn,Mindestlohn,noun,der,Mindestlöhne,minimum wage,Der Mindestlohn steigt im Januar wieder um einen Euro.,,,,,,,,,32628,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,befoerderung,Beförderung,noun,die,Beförderungen,promotion,Sie hat nach fünf Jahren endlich eine Beförderung bekommen.,,,,,,,,,6151,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,abteilungsleiter,Abteilungsleiter,noun,der,Abteilungsleiter,head of department,Der Abteilungsleiter unterschreibt den Urlaubsantrag heute noch.,,,,,,,,,18635,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,belegschaft,Belegschaft,noun,die,Belegschaften,"workforce, staff",Die Belegschaft arbeitet seit Montag nur noch vier Tage.,,,,,,,,,22346,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,streik,Streik,noun,der,Streiks,strike,Der Streik der Busfahrer dauert schon drei Tage.,,,,,,,,,9563,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,elternzeit,Elternzeit,noun,die,Elternzeiten,parental leave,Meine Frau ist gerade in Elternzeit.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,arbeitslosigkeit,Arbeitslosigkeit,noun,die,,unemployment,In unserer Stadt ist die Arbeitslosigkeit nicht sehr hoch.,,,,,,,,,21810,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,zuschlag,Zuschlag,noun,der,Zuschläge,"supplement, extra pay",Für Nachtschichten gibt es einen Zuschlag von 25 Prozent.,,,,,,,,,31009,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,anspruch,Anspruch,noun,der,Ansprüche,"entitlement, claim",Nach einem Jahr hast du Anspruch auf dreißig Urlaubstage.,,,,,,,,,5395,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,entlassen,entlassen,verb,,,"to dismiss, lay off",Die Firma hat im Sommer zwanzig Leute entlassen.,entlässt|entließ|entlassen,haben,,,,,,,1985,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,beschaeftigen,beschäftigen,verb,,,to employ,Unsere Firma beschäftigt über hundert Leute.,beschäftigt|beschäftigte|beschäftigt,haben,,,,,,,6061,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,einreichen,einreichen,verb,,,"to submit, hand in",Ich reiche die Krankmeldung morgen bei der Personalabteilung ein.,reicht ein|reichte ein|eingereicht,haben,true,,,,,,11572,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,verhandeln,verhandeln,verb,,,to negotiate,Der Betriebsrat verhandelt mit dem Chef über die Löhne.,verhandelt|verhandelte|verhandelt,haben,,,,,,,3511,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,befristet,befristet,adj,,,"fixed-term, temporary",Mein Vertrag ist auf ein Jahr befristet.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,unbefristet,unbefristet,adj,,,"permanent, open-ended",Nach der Probezeit bekomme ich einen unbefristeten Vertrag.,,,,,,,,,,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,selbststaendig,selbstständig,adj,,,self-employed,Seit drei Jahren ist sie selbstständig und hat eigene Kunden.,,,,,,,selbstständiger,am selbstständigsten,14857,,
B1,b1-01,Arbeitsrecht & Kündigung,,,arbeit,arbeitslos,arbeitslos,adj,,,unemployed,Mein Nachbar ist seit einem halben Jahr arbeitslos.,,,,,,,,,7523,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,vorsorgeuntersuchung,Vorsorgeuntersuchung,noun,die,Vorsorgeuntersuchungen,"check-up, screening",Ab fünfzig zahlt die Kasse die Vorsorgeuntersuchung.,,,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,attest,Attest,noun,das,Atteste,medical certificate,Für die Schule braucht mein Sohn ein Attest vom Arzt.,,,,,,,,,30209,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,befund,Befund,noun,der,Befunde,"findings, test result",Der Befund kommt in einer Woche per Post.,,,,,,,,,17354,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,krankengeld,Krankengeld,noun,das,Krankengelder,sick pay,Nach sechs Wochen zahlt die Krankenkasse Krankengeld.,,,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,therapie,Therapie,noun,die,Therapien,"therapy, treatment",Die Therapie dauert drei Monate und hilft gut.,,,,,,,,,3934,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,impfausweis,Impfausweis,noun,der,Impfausweise,vaccination card,Bringen Sie bitte Ihren Impfausweis zum Termin mit.,,,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,blutdruck,Blutdruck,noun,der,Blutdrücke,blood pressure,Mein Blutdruck ist seit der Behandlung wieder normal.,,,,,,,,,4626,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,ernaehrung,Ernährung,noun,die,Ernährungen,"diet, nutrition",Der Arzt spricht mit mir über gesunde Ernährung.,,,,,,,,,13213,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,sprechstunde,Sprechstunde,noun,die,Sprechstunden,consultation hours,Die Sprechstunde ist montags von acht bis zwölf.,,,,,,,,,23645,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,vorerkrankung,Vorerkrankung,noun,die,Vorerkrankungen,pre-existing condition,Bitte nennen Sie im Formular alle Vorerkrankungen.,,,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,nachsorge,Nachsorge,noun,die,Nachsorgen,follow-up care,Nach der Operation ist die Nachsorge sehr wichtig.,,,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,schwangerschaft,Schwangerschaft,noun,die,Schwangerschaften,pregnancy,In der Schwangerschaft darf sie nicht schwer heben.,,,,,,,,,7101,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,hebamme,Hebamme,noun,die,Hebammen,midwife,Die Hebamme kommt nach der Geburt zu uns nach Hause.,,,,,,,,,13046,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,zweitmeinung,Zweitmeinung,noun,die,Zweitmeinungen,second opinion,Vor der Operation möchte ich eine Zweitmeinung hören.,,,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,wartezeit,Wartezeit,noun,die,Wartezeiten,waiting time,Die Wartezeit in der Praxis war heute sehr lang.,,,,,,,,,21971,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,notfall,Notfall,noun,der,Notfälle,emergency,Im Notfall rufen Sie bitte die Nummer 112.,,,,,,,,,2554,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,betreuung,Betreuung,noun,die,Betreuungen,"care, supervision",Für die Betreuung der Kinder zahlt das Amt Geld.,,,,,,,,,19883,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,entzuendung,Entzündung,noun,die,Entzündungen,inflammation,Der Arzt hat eine Entzündung im Ohr gefunden.,,,,,,,,,22392,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,impfen,impfen,verb,,,to vaccinate,Gegen Grippe impfen wir jeden Herbst.,impft|impfte|geimpft,haben,,,,,,,24658,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,vorbeugen,vorbeugen,verb,,,to prevent,Mit Sport beugt man vielen Krankheiten vor.,beugt vor|beugte vor|vorgebeugt,haben,,,,,,,31418,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,einweisen,einweisen,verb,,,to admit (to hospital),Der Notarzt weist ihn ins Krankenhaus ein.,weist ein|wies ein|eingewiesen,haben,,,,,,,17136,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,leiden,leiden,verb,,,to suffer,Sie leidet seit Jahren an einer Allergie.,leidet|litt|gelitten,haben,,,,,,,1594,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,verordnen,verordnen,verb,,,to prescribe,Der Arzt hat mir eine Salbe verordnet.,verordnet|verordnete|verordnet,haben,,,,,,,,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,chronisch,chronisch,adj,,,chronic,Seine Krankheit ist chronisch und kommt immer wieder.,,,,,,,chronischer,am chronischsten,38941,,
B1,b1-02,Gesundheit & Versorgung,,,gesundheit,ansteckend,ansteckend,adj,,,contagious,Grippe ist in den ersten Tagen besonders ansteckend.,,,,,,,ansteckender,am ansteckendsten,9445,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,mietspiegel,Mietspiegel,noun,der,Mietspiegel,rent index,"Im Mietspiegel steht, was eine Wohnung hier kosten darf.",,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,nebenkostenabrechnung,Nebenkostenabrechnung,noun,die,Nebenkostenabrechnungen,utility bill statement,Die Nebenkostenabrechnung kommt immer im Frühling.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,uebergabeprotokoll,Übergabeprotokoll,noun,das,Übergabeprotokolle,handover report,Wir schreiben jeden Schaden ins Übergabeprotokoll.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,untermiete,Untermiete,noun,die,Untermieten,sublet,Mein Zimmer ist für ein Jahr in Untermiete.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,eigenbedarf,Eigenbedarf,noun,der,,owner's own use (grounds for eviction),Der Vermieter kündigt die Wohnung wegen Eigenbedarf.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,instandhaltung,Instandhaltung,noun,die,Instandhaltungen,maintenance,Für die Instandhaltung des Dachs zahlt der Vermieter.,,,,,,,,,49838,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,modernisierung,Modernisierung,noun,die,Modernisierungen,modernisation,Nach der Modernisierung steigt die Miete um zehn Prozent.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,sanierung,Sanierung,noun,die,Sanierungen,"renovation, refurbishment",Die Sanierung des Bads dauert etwa drei Wochen.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,hausverwaltung,Hausverwaltung,noun,die,Hausverwaltungen,property management,Bei Problemen mit der Heizung rufe ich die Hausverwaltung an.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,genossenschaft,Genossenschaft,noun,die,Genossenschaften,cooperative,Unsere Wohnung gehört einer Genossenschaft aus der Stadt.,,,,,,,,,41317,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,wohnberechtigungsschein,Wohnberechtigungsschein,noun,der,Wohnberechtigungsscheine,housing entitlement certificate,Für diese Wohnung brauchst du einen Wohnberechtigungsschein.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,heizkosten,Heizkosten,noun,,Heizkosten,heating costs,Die Heizkosten waren letzten Winter besonders hoch.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,stromzaehler,Stromzähler,noun,der,Stromzähler,electricity meter,Der Stromzähler steht unten im Keller.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,grundriss,Grundriss,noun,der,Grundrisse,floor plan,Auf dem Grundriss sieht man drei Zimmer und ein Bad.,,,,,,,,,27168,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,altbau,Altbau,noun,der,Altbauten,old building,Im Altbau sind die Zimmer hoch und die Fenster groß.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,neubau,Neubau,noun,der,Neubauten,new building,Der Neubau neben der Schule ist fast fertig.,,,,,,,,,48353,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,mietminderung,Mietminderung,noun,die,Mietminderungen,rent reduction,Bei Schimmel im Bad ist eine Mietminderung möglich.,,,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,anzahl,Anzahl,noun,die,Anzahlen,"number, quantity",Die Anzahl der Zimmer steht im Mietvertrag.,,,,,,,,,5906,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,untervermieten,untervermieten,verb,,,to sublet,Ohne Erlaubnis darf man nicht untervermieten.,vermietet unter|vermietete unter|untervermietet,haben,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,renovieren,renovieren,verb,,,to renovate,Vor dem Umzug renovieren wir noch das Kinderzimmer.,renoviert|renovierte|renoviert,haben,,,,,,,12634,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,vermieten,vermieten,verb,,,to rent out,Meine Nachbarin vermietet ihr Zimmer an Studenten.,vermietet|vermietete|vermietet,haben,,,,,,,10881,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,beanstanden,beanstanden,verb,,,"to object to, to complain about",Der Mieter beanstandet die kalte Heizung im Wohnzimmer.,beanstandet|beanstandete|beanstandet,haben,,,,,,,,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,haften,haften,verb,,,to be liable,Für den Schaden am Boden haftet der Mieter.,haftet|haftete|gehaftet,haben,,,,,,,25123,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,moebliert,möbliert,adj,,,furnished,Das Zimmer ist möbliert und kostet vierhundert Euro.,,,,,,,,,42663,,
B1,b1-03,Wohnen & Mietrecht,,,wohnen,geraeumig,geräumig,adj,,,spacious,Die Küche ist hell und sehr geräumig.,,,,,,,geräumiger,am geräumigsten,34625,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,aufenthaltserlaubnis,Aufenthaltserlaubnis,noun,die,Aufenthaltserlaubnisse,residence permit,Meine Aufenthaltserlaubnis gilt noch bis nächsten Mai.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,niederlassungserlaubnis,Niederlassungserlaubnis,noun,die,Niederlassungserlaubnisse,permanent settlement permit,Nach fünf Jahren kann man die Niederlassungserlaubnis beantragen.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,einbuergerung,Einbürgerung,noun,die,Einbürgerungen,naturalisation,Für die Einbürgerung braucht man einen Sprachtest.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,verlaengerung,Verlängerung,noun,die,Verlängerungen,"extension, renewal",Die Verlängerung des Passes dauert etwa sechs Wochen.,,,,,,,,,19211,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,widerspruch,Widerspruch,noun,der,Widersprüche,"appeal, objection",Gegen den Bescheid kann man Widerspruch einlegen.,,,,,,,,,13227,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,anerkennungsverfahren,Anerkennungsverfahren,noun,das,Anerkennungsverfahren,recognition procedure,Das Anerkennungsverfahren für meinen Abschluss läuft noch.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,gleichwertigkeit,Gleichwertigkeit,noun,die,Gleichwertigkeiten,equivalence,Das Amt prüft die Gleichwertigkeit meiner Ausbildung.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,fuehrungszeugnis,Führungszeugnis,noun,das,Führungszeugnisse,certificate of good conduct,Für die neue Stelle brauche ich ein Führungszeugnis.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,sachbearbeiter,Sachbearbeiter,noun,der,Sachbearbeiter,"case worker, clerk",Mein Sachbearbeiter ist heute leider nicht im Haus.,,,,,,,,,39126,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,antragsteller,Antragsteller,noun,der,Antragsteller,applicant,Der Antragsteller muss das Formular selbst unterschreiben.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,gebuehrenbescheid,Gebührenbescheid,noun,der,Gebührenbescheide,notice of fees,Der Gebührenbescheid lag heute im Briefkasten.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,terminvergabe,Terminvergabe,noun,die,Terminvergaben,appointment allocation,Die Terminvergabe läuft nur noch über das Internet.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,behoerdengang,Behördengang,noun,der,Behördengänge,trip to a public office,Ein Behördengang kostet mich immer einen halben Tag.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,unterhalt,Unterhalt,noun,der,,"maintenance, child support",Der Vater zahlt jeden Monat Unterhalt für die Kinder.,,,,,,,,,12672,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,zustaendigkeit,Zuständigkeit,noun,die,Zuständigkeiten,"responsibility, jurisdiction",Für meinen Antrag liegt die Zuständigkeit beim Bürgeramt.,,,,,,,,,17028,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,fristverlaengerung,Fristverlängerung,noun,die,Fristverlängerungen,extension of a deadline,Ich bitte schriftlich um eine Fristverlängerung.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,meldepflicht,Meldepflicht,noun,die,Meldepflichten,obligation to register,In Deutschland gibt es eine Meldepflicht für jede Wohnung.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,aufenthaltstitel,Aufenthaltstitel,noun,der,Aufenthaltstitel,residence title,Der Aufenthaltstitel ist eine Karte mit Chip.,,,,,,,,,,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,vorlegen,vorlegen,verb,,,"to present, to submit",Bitte legen Sie den Pass am Schalter vor.,legt vor|legte vor|vorgelegt,haben,,,,,,,15127,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,nachweisen,nachweisen,verb,,,"to prove, to provide evidence of",Sie müssen Ihr Einkommen mit drei Zetteln nachweisen.,weist nach|wies nach|nachgewiesen,haben,,,,,,,12638,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,ausstellen,ausstellen,verb,,,to issue (a document),Das Amt stellt die Bescheinigung sofort aus.,stellt aus|stellte aus|ausgestellt,haben,,,,,,,11493,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,ablaufen,ablaufen,verb,,,to expire,Mein Ausweis läuft im August ab.,läuft ab|lief ab|abgelaufen,haben,,,,,,,10739,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,bearbeiten,bearbeiten,verb,,,to process,Das Amt bearbeitet meinen Antrag seit vier Wochen.,bearbeitet|bearbeitete|bearbeitet,haben,,,,,,,9156,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,zustaendig,zuständig,adj,,,"responsible, in charge",Welches Amt ist für meinen Wohnort zuständig?,,,,,,,,,4704,,
B1,b1-04,Behörden & Aufenthalt,,,aemter,gueltig,gültig,adj,,,valid,Der Fahrschein ist nur zwei Stunden gültig.,,,,,,,,,16717,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,integrationskurs,Integrationskurs,noun,der,Integrationskurse,integration course,Mein Integrationskurs beginnt im September am Abend.,,,,,,,,,,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,orientierungskurs,Orientierungskurs,noun,der,Orientierungskurse,orientation course,Im Orientierungskurs lernt man Politik und Geschichte.,,,,,,,,,,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,abschlusszeugnis,Abschlusszeugnis,noun,das,Abschlusszeugnisse,"final certificate, diploma",Mein Abschlusszeugnis muss ich übersetzen lassen.,,,,,,,,,,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,studienplatz,Studienplatz,noun,der,Studienplätze,university place,Sie hat einen Studienplatz in Leipzig bekommen.,,,,,,,,,,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,zulassung,Zulassung,noun,die,Zulassungen,admission,Die Zulassung zum Studium kommt Ende Juli.,,,,,,,,,11136,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,bewerbungsfrist,Bewerbungsfrist,noun,die,Bewerbungsfristen,application deadline,Die Bewerbungsfrist endet am fünfzehnten Januar.,,,,,,,,,,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,stipendium,Stipendium,noun,das,Stipendien,scholarship,Mit einem Stipendium muss sie nicht mehr arbeiten.,,,,,,,,,7857,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,pruefungsordnung,Prüfungsordnung,noun,die,Prüfungsordnungen,examination regulations,"In der Prüfungsordnung steht, wie oft man wiederholen darf.",,,,,,,,,,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,referat,Referat,noun,das,Referate,"presentation, talk",Ich halte am Dienstag ein Referat über Berlin.,,,,,,,,,22280,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,hausarbeit,Hausarbeit,noun,die,Hausarbeiten,term paper,Die Hausarbeit soll zwanzig Seiten lang sein.,,,,,,,,,12983,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,abgabe,Abgabe,noun,die,Abgaben,"submission, hand-in",Die Abgabe der Arbeit ist nächsten Freitag.,,,,,,,,,28510,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,durchschnitt,Durchschnitt,noun,der,Durchschnitte,average,Sein Durchschnitt im Zeugnis ist zwei Komma drei.,,,,,,,,,11918,,
B1,b1-05,Bildung & Weiterbildung,,,bildung,nachpruefung,Nachprüfung,noun,die,Nachprüfungen,"resit, retake exam","Wer durchfällt, bekommt im Herbst eine Nachprüfung.",,,,,,,,,,,
